ProteinName,UniProt ID,DiseaseName,UMLS concept ID
5'-AMP-activated protein kinase subunit gamma-3,Q9UGI9,Breast Carcinoma,C0678222
Amine oxidase [flavin-containing] A,P21397,Breast Carcinoma,C0678222
"Inositol 1,4,5-trisphosphate receptor type 1",Q14643,Breast Carcinoma,C0678222
"Inositol 1,4,5-trisphosphate receptor type 3",Q14573,Breast Carcinoma,C0678222
"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",P27815,Breast Carcinoma,C0678222
"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Q07343,Breast Carcinoma,C0678222
"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Q08499,Breast Carcinoma,C0678222
"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",Q9NP56,Breast Carcinoma,C0678222
"cGMP-dependent 3',5'-cyclic phosphodiesterase",O00408,Breast Carcinoma,C0678222
"cGMP-specific 3',5'-cyclic phosphodiesterase",O76074,Breast Carcinoma,C0678222
"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",O60658,Breast Carcinoma,C0678222
Cyclic AMP-dependent transcription factor ATF-2,P15336,Breast Carcinoma,C0678222
Cyclic AMP-dependent transcription factor ATF-3,P18847,Breast Carcinoma,C0678222
Cyclic AMP-dependent transcription factor ATF-4,P18848,Breast Carcinoma,C0678222
Cyclic AMP-dependent transcription factor ATF-5,Q9Y2D1,Breast Carcinoma,C0678222
Cyclic AMP-dependent transcription factor ATF-6 alpha,P18850,Breast Carcinoma,C0678222
Proto-oncogene c-Fos,P01100,Breast Carcinoma,C0678222
Transcription factor AP-1,P05412,Breast Carcinoma,C0678222
"Complement component 1 Q subcomponent-binding protein, mitochondrial",Q07021,Breast Carcinoma,C0678222
Hyaluronan and proteoglycan link protein 3,Q96S86,Breast Carcinoma,C0678222
Hyaluronan and proteoglycan link protein 4,Q86UW8,Breast Carcinoma,C0678222
Hyaluronan-binding protein 2,Q14520,Breast Carcinoma,C0678222
Inosine-5'-monophosphate dehydrogenase 1,P20839,Breast Carcinoma,C0678222
Inosine-5'-monophosphate dehydrogenase 2,P12268,Breast Carcinoma,C0678222
DNA topoisomerase 2-alpha,P11388,Breast Carcinoma,C0678222
DNA topoisomerase 2-beta,Q02880,Breast Carcinoma,C0678222
Tumor necrosis factor-inducible gene 6 protein,P98066,Breast Carcinoma,C0678222
"Glutamate receptor ionotropic, NMDA 1",Q05586,Breast Carcinoma,C0678222
"Glutamate receptor ionotropic, NMDA 3B",O60391,Breast Carcinoma,C0678222
5-hydroxytryptamine receptor 2A,P28223,Breast Carcinoma,C0678222
5-hydroxytryptamine receptor 1B,P28222,Breast Carcinoma,C0678222
Thioredoxin,P10599,Breast Carcinoma,C0678222
"Actin, cytoplasmic 1",P60709,Breast Carcinoma,C0678222
Steroid hormone receptor ERR2,O95718,Breast Carcinoma,C0678222
"Actin, cytoplasmic 2",P63261,Breast Carcinoma,C0678222
Apolipoprotein D,P05090,Breast Carcinoma,C0678222
"Actin, aortic smooth muscle",P62736,Breast Carcinoma,C0678222
Voltage-dependent calcium channel gamma-2 subunit,Q9Y698,Breast Carcinoma,C0678222
Histone H2B type 1-C/E/F/G/I,P62807,Breast Carcinoma,C0678222
Histone H2B type 1-C/E/F/G/I,P62807,Breast Carcinoma,C0678222
Histone H2B type 1-C/E/F/G/I,P62807,Breast Carcinoma,C0678222
Histone H2B type 1-C/E/F/G/I,P62807,Breast Carcinoma,C0678222
Histone H2B type 1-C/E/F/G/I,P62807,Breast Carcinoma,C0678222
Histone H2B type 1-C/E/F/G/I,P62807,Breast Carcinoma,C0678222
Potassium voltage-gated channel subfamily H member 1,O95259,Breast Carcinoma,C0678222
Regucalcin,Q15493,Breast Carcinoma,C0678222
Chloride intracellular channel protein 1,O00299,Breast Carcinoma,C0678222
Casein kinase II subunit beta,P67870,Breast Carcinoma,C0678222
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,P28907,Breast Carcinoma,C0678222
CCAAT/enhancer-binding protein beta,P17676,Breast Carcinoma,C0678222
C-type lectin domain family 14 member A,Q86T13,Breast Carcinoma,C0678222
"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",P60484,Breast Carcinoma,C0678222
Selenoprotein P,P49908,Breast Carcinoma,C0678222
Tyrosine-protein kinase Fgr,P09769,Breast Carcinoma,C0678222
Sterol regulatory element-binding protein 1,P36956,Breast Carcinoma,C0678222
Transcription factor p65,Q04206,Breast Carcinoma,C0678222
G-protein coupled receptor 35,Q9HC97,Breast Carcinoma,C0678222
Ephrin type-A receptor 5,P54756,Breast Carcinoma,C0678222
Mitogen-activated protein kinase kinase kinase MLT,Q9NYL2,Breast Carcinoma,C0678222
Ubiquitin carboxyl-terminal hydrolase isozyme L1,P09936,Breast Carcinoma,C0678222
Metallothionein-3,P25713,Breast Carcinoma,C0678222
G-protein coupled bile acid receptor 1,Q8TDU6,Breast Carcinoma,C0678222
Alpha-ketoglutarate-dependent dioxygenase FTO,Q9C0B1,Breast Carcinoma,C0678222
G-protein coupled receptor 55,Q9Y2T6,Breast Carcinoma,C0678222
Dihydropyrimidinase-related protein 2,Q16555,Breast Carcinoma,C0678222
Alpha-enolase,P06733,Breast Carcinoma,C0678222
Protein PML,P29590,Breast Carcinoma,C0678222
Programmed cell death protein 6,O75340,Breast Carcinoma,C0678222
Matrix Gla protein,P08493,Breast Carcinoma,C0678222
Copper chaperone for superoxide dismutase,O14618,Breast Carcinoma,C0678222
Endonuclease 8-like 2,Q969S2,Breast Carcinoma,C0678222
Nucleolar and coiled-body phosphoprotein 1,Q14978,Breast Carcinoma,C0678222
Fibroblast growth factor 19,O95750,Breast Carcinoma,C0678222
Protein O-GlcNAcase,O60502,Breast Carcinoma,C0678222
Lipocalin-1,P31025,Breast Carcinoma,C0678222
Odorant-binding protein 2a,Q9NY56,Breast Carcinoma,C0678222
B1 bradykinin receptor,P46663,Breast Carcinoma,C0678222
Utrophin,P46939,Breast Carcinoma,C0678222
Peroxiredoxin-1,Q06830,Breast Carcinoma,C0678222
Interleukin-17A,Q16552,Breast Carcinoma,C0678222
Proprotein convertase subtilisin/kexin type 9,Q8NBP7,Breast Carcinoma,C0678222
Sphingosine 1-phosphate receptor 1,P21453,Breast Carcinoma,C0678222
Corticotropin-releasing factor receptor 1,P34998,Breast Carcinoma,C0678222
Interleukin-12 subunit beta,P29460,Breast Carcinoma,C0678222
Interleukin-23 subunit alpha,Q9NPF7,Breast Carcinoma,C0678222
Histone deacetylase 1,Q13547,Breast Carcinoma,C0678222
Histone deacetylase 11,Q96DB2,Breast Carcinoma,C0678222
Histone deacetylase 2,Q92769,Breast Carcinoma,C0678222
Histone deacetylase 3,O15379,Breast Carcinoma,C0678222
Histone deacetylase 4,P56524,Breast Carcinoma,C0678222
Histone deacetylase 5,Q9UQL6,Breast Carcinoma,C0678222
Histone deacetylase 6,Q9UBN7,Breast Carcinoma,C0678222
Histone deacetylase 7,Q8WUI4,Breast Carcinoma,C0678222
Histone deacetylase 8,Q9BY41,Breast Carcinoma,C0678222
Histone deacetylase 9,Q9UKV0,Breast Carcinoma,C0678222
Gamma-aminobutyric acid receptor subunit alpha-3,P34903,Breast Carcinoma,C0678222
ATP-binding cassette sub-family C member 8,Q09428,Breast Carcinoma,C0678222
Natural resistance-associated macrophage protein 2,P49281,Breast Carcinoma,C0678222
Metallothionein-1A,P04731,Breast Carcinoma,C0678222
Metallothionein-1B,P07438,Breast Carcinoma,C0678222
Metallothionein-1E,P04732,Breast Carcinoma,C0678222
Metallothionein-1F,P04733,Breast Carcinoma,C0678222
Metallothionein-1G,P13640,Breast Carcinoma,C0678222
Metallothionein-1H,P80294,Breast Carcinoma,C0678222
Metallothionein-1M,Q8N339,Breast Carcinoma,C0678222
Metallothionein-1X,P80297,Breast Carcinoma,C0678222
Metallothionein-2,P02795,Breast Carcinoma,C0678222
Metallothionein-3,P25713,Breast Carcinoma,C0678222
Calcium and integrin-binding protein 1,Q99828,Breast Carcinoma,C0678222
Sorcin,P30626,Breast Carcinoma,C0678222
Fibrillin-2,P35556,Breast Carcinoma,C0678222
Translationally-controlled tumor protein,P13693,Breast Carcinoma,C0678222
Calcium and integrin-binding family member 2,O75838,Breast Carcinoma,C0678222
Nucleobindin-2,P80303,Breast Carcinoma,C0678222
Calmodulin-2,P0DP24,Breast Carcinoma,C0678222
Calmodulin-2,P0DP24,Breast Carcinoma,C0678222
Calmodulin-2,P0DP24,Breast Carcinoma,C0678222
Calmodulin-3,P0DP25,Breast Carcinoma,C0678222
Calmodulin-3,P0DP25,Breast Carcinoma,C0678222
Calmodulin-3,P0DP25,Breast Carcinoma,C0678222
Protein S100-A16,Q96FQ6,Breast Carcinoma,C0678222
Calretinin,P22676,Breast Carcinoma,C0678222
Voltage-dependent T-type calcium channel subunit alpha-1G,O43497,Breast Carcinoma,C0678222
Voltage-dependent T-type calcium channel subunit alpha-1H,O95180,Breast Carcinoma,C0678222
Voltage-dependent T-type calcium channel subunit alpha-1I,Q9P0X4,Breast Carcinoma,C0678222
Voltage-dependent R-type calcium channel subunit alpha-1E,Q15878,Breast Carcinoma,C0678222
Transferrin receptor protein 1,P02786,Breast Carcinoma,C0678222
Apolipoprotein C-III,P02656,Breast Carcinoma,C0678222
COUP transcription factor 1,P10589,Breast Carcinoma,C0678222
DNA-3-methyladenine glycosylase,P29372,Breast Carcinoma,C0678222
Protein S100-A8,P05109,Breast Carcinoma,C0678222
"60 kDa heat shock protein, mitochondrial",P10809,Breast Carcinoma,C0678222
Heterogeneous nuclear ribonucleoproteins A2/B1,P22626,Breast Carcinoma,C0678222
Heterogeneous nuclear ribonucleoprotein L,P14866,Breast Carcinoma,C0678222
Receptor of activated protein C kinase 1,P63244,Breast Carcinoma,C0678222
Alpha-actinin-1,P12814,Breast Carcinoma,C0678222
Annexin A4,P09525,Breast Carcinoma,C0678222
Stress-induced-phosphoprotein 1,P31948,Breast Carcinoma,C0678222
Eukaryotic translation initiation factor 6,P56537,Breast Carcinoma,C0678222
Eukaryotic initiation factor 4A-I,P60842,Breast Carcinoma,C0678222
Hepatoma-derived growth factor,P51858,Breast Carcinoma,C0678222
Phosphoglycerate mutase 1,P18669,Breast Carcinoma,C0678222
Afamin,P43652,Breast Carcinoma,C0678222
Protein disulfide-isomerase A3,P30101,Breast Carcinoma,C0678222
Trefoil factor 1,P04155,Breast Carcinoma,C0678222
Serpin B9,P50453,Breast Carcinoma,C0678222
Prostate-specific antigen,P07288,Breast Carcinoma,C0678222
Proteinase-activated receptor 4,Q96RI0,Breast Carcinoma,C0678222
Homeobox protein Hox-A10,P31260,Breast Carcinoma,C0678222
Integrin alpha-5,P08648,Breast Carcinoma,C0678222
Alternative prion protein,F7VJQ1,Breast Carcinoma,C0678222
Protein S100-A9,P06702,Breast Carcinoma,C0678222
Tumor protein p73,O15350,Breast Carcinoma,C0678222
Huntingtin,P42858,Breast Carcinoma,C0678222
Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,Q8N1G2,Breast Carcinoma,C0678222
Nuclear receptor subfamily 4 group A member 3,Q92570,Breast Carcinoma,C0678222
Neural cell adhesion molecule L1,P32004,Breast Carcinoma,C0678222
Bone morphogenetic protein 4,P12644,Breast Carcinoma,C0678222
Minor histocompatibility antigen H13,Q8TCT9,Breast Carcinoma,C0678222
Prohibitin-2,Q99623,Breast Carcinoma,C0678222
Lymphoid enhancer-binding factor 1,Q9UJU2,Breast Carcinoma,C0678222
Cyclin-dependent kinase inhibitor 1,P38936,Breast Carcinoma,C0678222
Flap endonuclease 1,P39748,Breast Carcinoma,C0678222
ATP synthase subunit a,P00846,Breast Carcinoma,C0678222
Beclin-1,Q14457,Breast Carcinoma,C0678222
Heat shock-related 70 kDa protein 2,P54652,Breast Carcinoma,C0678222
RuvB-like 2,Q9Y230,Breast Carcinoma,C0678222
Splicing factor 3B subunit 3,Q15393,Breast Carcinoma,C0678222
"Diablo homolog, mitochondrial",Q9NR28,Breast Carcinoma,C0678222
Heterogeneous nuclear ribonucleoprotein F,P52597,Breast Carcinoma,C0678222
Heterogeneous nuclear ribonucleoprotein K,P61978,Breast Carcinoma,C0678222
Heat shock 70 kDa protein 4,P34932,Breast Carcinoma,C0678222
"10 kDa heat shock protein, mitochondrial",P61604,Breast Carcinoma,C0678222
Heat shock protein 105 kDa,Q92598,Breast Carcinoma,C0678222
Pappalysin-1,Q13219,Breast Carcinoma,C0678222
26S protease regulatory subunit 6A,P17980,Breast Carcinoma,C0678222
Protein S100-A10,P60903,Breast Carcinoma,C0678222
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Q969G3,Breast Carcinoma,C0678222
Tumor protein D54,O43399,Breast Carcinoma,C0678222
Tropomyosin alpha-1 chain,P09493,Breast Carcinoma,C0678222
Tropomyosin alpha-3 chain,P06753,Breast Carcinoma,C0678222
Ubiquitin carboxyl-terminal hydrolase 14,P54578,Breast Carcinoma,C0678222
Proliferating cell nuclear antigen,P12004,Breast Carcinoma,C0678222
Alpha-2-HS-glycoprotein,P02765,Breast Carcinoma,C0678222
C4b-binding protein alpha chain,P04003,Breast Carcinoma,C0678222
Complement factor H,P08603,Breast Carcinoma,C0678222
Complement factor I,P05156,Breast Carcinoma,C0678222
Clusterin,P10909,Breast Carcinoma,C0678222
Chromobox protein homolog 5,P45973,Breast Carcinoma,C0678222
Haptoglobin-related protein,P00739,Breast Carcinoma,C0678222
Inter-alpha-trypsin inhibitor heavy chain H2,P19823,Breast Carcinoma,C0678222
"Keratin, type II cytoskeletal 1",P04264,Breast Carcinoma,C0678222
"Keratin, type II cytoskeletal 2 epidermal",P35908,Breast Carcinoma,C0678222
Leucine-rich alpha-2-glycoprotein,P02750,Breast Carcinoma,C0678222
Lumican,P51884,Breast Carcinoma,C0678222
Pigment epithelium-derived factor,P36955,Breast Carcinoma,C0678222
Lys-63-specific deubiquitinase BRCC36,P46736,Breast Carcinoma,C0678222
Dermcidin,P81605,Breast Carcinoma,C0678222
Hornerin,Q86YZ3,Breast Carcinoma,C0678222
Inter-alpha-trypsin inhibitor heavy chain H4,Q14624,Breast Carcinoma,C0678222
Junction plakoglobin,P14923,Breast Carcinoma,C0678222
"Keratin, type I cytoskeletal 14",P02533,Breast Carcinoma,C0678222
"Keratin, type II cytoskeletal 5",P13647,Breast Carcinoma,C0678222
"Keratin, type II cytoskeletal 6A",P02538,Breast Carcinoma,C0678222
Alpha-1-antichymotrypsin,P01011,Breast Carcinoma,C0678222
Secreted frizzled-related protein 4,Q6FHJ7,Breast Carcinoma,C0678222
Far upstream element-binding protein 2,Q92945,Breast Carcinoma,C0678222
Filamin-A,P21333,Breast Carcinoma,C0678222
Ras GTPase-activating-like protein IQGAP1,P46940,Breast Carcinoma,C0678222
Nucleophosmin,P06748,Breast Carcinoma,C0678222
60S ribosomal protein L10,P27635,Breast Carcinoma,C0678222
40S ribosomal protein S19,P39019,Breast Carcinoma,C0678222
40S ribosomal protein S6,P62753,Breast Carcinoma,C0678222
40S ribosomal protein S8,P62241,Breast Carcinoma,C0678222
40S ribosomal protein S9,P46781,Breast Carcinoma,C0678222
Transgelin-2,P37802,Breast Carcinoma,C0678222
Zyxin,Q15942,Breast Carcinoma,C0678222
Serine/arginine-rich splicing factor 1,Q07955,Breast Carcinoma,C0678222
"HLA class I histocompatibility antigen, B-27 alpha chain",P01889,Breast Carcinoma,C0678222
Retinoid isomerohydrolase,Q16518,Breast Carcinoma,C0678222
Transient receptor potential cation channel subfamily V member 4,Q9HBA0,Breast Carcinoma,C0678222
Transgelin,Q01995,Breast Carcinoma,C0678222
Myosin-9,P35579,Breast Carcinoma,C0678222
Probable ATP-dependent RNA helicase DDX5,P17844,Breast Carcinoma,C0678222
Bone morphogenetic protein receptor type-1A,P36894,Breast Carcinoma,C0678222
Somatostatin receptor type 4,P31391,Breast Carcinoma,C0678222
Nucleotide-binding oligomerization domain-containing protein 2,Q9HC29,Breast Carcinoma,C0678222
Bone morphogenetic protein receptor type-2,Q13873,Breast Carcinoma,C0678222
Thyroxine 5-deiodinase,P55073,Breast Carcinoma,C0678222
Macrophage mannose receptor 1,P22897,Breast Carcinoma,C0678222
Sodium/iodide cotransporter,Q92911,Breast Carcinoma,C0678222
Nuclear receptor subfamily 1 group D member 1,P20393,Breast Carcinoma,C0678222
Nuclear receptor subfamily 1 group D member 2,Q14995,Breast Carcinoma,C0678222
Splicing factor 3B subunit 1,O75533,Breast Carcinoma,C0678222
D(1A) dopamine receptor,P21728,Breast Carcinoma,C0678222
D(1B) dopamine receptor,P21918,Breast Carcinoma,C0678222
D(2) dopamine receptor,P14416,Breast Carcinoma,C0678222
D(3) dopamine receptor,P35462,Breast Carcinoma,C0678222
D(4) dopamine receptor,P21917,Breast Carcinoma,C0678222
Ribosomal protein S6 kinase alpha-6,Q9UK32,Breast Carcinoma,C0678222
Serine/threonine-protein kinase 24,Q9Y6E0,Breast Carcinoma,C0678222
Serine/threonine-protein kinase 3,Q13188,Breast Carcinoma,C0678222
Serine/threonine-protein kinase TAO3,Q9H2K8,Breast Carcinoma,C0678222
Serine/threonine-protein kinase TBK1,Q9UHD2,Breast Carcinoma,C0678222
Tyrosine-protein kinase receptor Tie-1,P35590,Breast Carcinoma,C0678222
Serine/threonine-protein kinase tousled-like 1,Q9UKI8,Breast Carcinoma,C0678222
Serine/threonine-protein kinase tousled-like 2,Q86UE8,Breast Carcinoma,C0678222
TRAF2 and NCK-interacting protein kinase,Q9UKE5,Breast Carcinoma,C0678222
Tyrosine-protein kinase receptor TYRO3,Q06418,Breast Carcinoma,C0678222
Serine/threonine-protein kinase ULK1,O75385,Breast Carcinoma,C0678222
Ankyrin repeat and protein kinase domain-containing protein 1,Q8NFD2,Breast Carcinoma,C0678222
Tyrosine-protein kinase receptor UFO,P30530,Breast Carcinoma,C0678222
Bone morphogenetic protein receptor type-1B,O00238,Breast Carcinoma,C0678222
Calcium/calmodulin-dependent protein kinase type 1,Q14012,Breast Carcinoma,C0678222
Calcium/calmodulin-dependent protein kinase kinase 2,Q96RR4,Breast Carcinoma,C0678222
Cyclin-dependent kinase-like 1,Q00532,Breast Carcinoma,C0678222
Citron Rho-interacting kinase,O14578,Breast Carcinoma,C0678222
Dual specificity protein kinase CLK2,P49760,Breast Carcinoma,C0678222
Death-associated protein kinase 2,Q9UIK4,Breast Carcinoma,C0678222
Serine/threonine-protein kinase DCLK1,O15075,Breast Carcinoma,C0678222
Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Q9Y463,Breast Carcinoma,C0678222
"Interferon-induced, double-stranded RNA-activated protein kinase",P19525,Breast Carcinoma,C0678222
Ephrin type-A receptor 1,P21709,Breast Carcinoma,C0678222
Ephrin type-A receptor 3,P29320,Breast Carcinoma,C0678222
Ephrin type-A receptor 4,P54764,Breast Carcinoma,C0678222
Ephrin type-A receptor 6,Q9UF33,Breast Carcinoma,C0678222
Ephrin type-B receptor 1,P54762,Breast Carcinoma,C0678222
Ephrin type-B receptor 6,O15197,Breast Carcinoma,C0678222
Tyrosine-protein kinase Fes/Fps,P07332,Breast Carcinoma,C0678222
Homeodomain-interacting protein kinase 2,Q9H2X6,Breast Carcinoma,C0678222
Serine/threonine-protein kinase ICK,Q9UPZ9,Breast Carcinoma,C0678222
Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Q14164,Breast Carcinoma,C0678222
Insulin receptor-related protein,P14616,Breast Carcinoma,C0678222
Interleukin-1 receptor-associated kinase 1,P51617,Breast Carcinoma,C0678222
Serine/threonine-protein kinase SIK3,Q9Y2K2,Breast Carcinoma,C0678222
Serine/threonine-protein kinase LATS1,O95835,Breast Carcinoma,C0678222
LIM domain kinase 2,P53671,Breast Carcinoma,C0678222
Leucine-rich repeat serine/threonine-protein kinase 2,Q5S007,Breast Carcinoma,C0678222
Dual specificity mitogen-activated protein kinase kinase 3,P46734,Breast Carcinoma,C0678222
Dual specificity mitogen-activated protein kinase kinase 5,Q13163,Breast Carcinoma,C0678222
Mitogen-activated protein kinase kinase kinase 10,Q02779,Breast Carcinoma,C0678222
Mitogen-activated protein kinase kinase kinase 11,Q16584,Breast Carcinoma,C0678222
Mitogen-activated protein kinase kinase kinase 12,Q12852,Breast Carcinoma,C0678222
Mitogen-activated protein kinase kinase kinase 13,O43283,Breast Carcinoma,C0678222
Mitogen-activated protein kinase kinase kinase 3,Q99759,Breast Carcinoma,C0678222
