Drug name,DrugBank ID,ProteinName,UniProt ID
Eletriptan,DB00216,5-hydroxytryptamine receptor 1A,P08908
Enalapril,DB00584,Angiotensin-converting enzyme,P12821
Encainide,DB01228,Sodium channel protein type 5 subunit alpha,Q14524
Enoxaparin,DB01225,Antithrombin-III,P01008
Enoxaparin,DB01225,Coagulation factor X,P00742
Entacapone,DB00494,Catechol O-methyltransferase,P21964
Ephedrine,DB01364,Sodium-dependent noradrenaline transporter,P23975
Ephedrine,DB01364,Alpha-1A adrenergic receptor,P35348
Ephedrine,DB01364,Beta-1 adrenergic receptor,P08588
Ephedrine,DB01364,Beta-2 adrenergic receptor,P07550
Epinephrine,DB00668,Alpha-1A adrenergic receptor,P35348
Epinephrine,DB00668,Alpha-1B adrenergic receptor,P35368
Epinephrine,DB00668,Beta-1 adrenergic receptor,P08588
Epinephrine,DB00668,Alpha-2A adrenergic receptor,P08913
Epinephrine,DB00668,Beta-2 adrenergic receptor,P07550
Epinephrine,DB00668,Alpha-2B adrenergic receptor,P18089
Epinephrine,DB00668,Alpha-1D adrenergic receptor,P25100
Epinephrine,DB00668,Tumor necrosis factor,P01375
Epirubicin,DB00445,DNA topoisomerase 2-alpha,P11388
Epoprostenol,DB01240,P2Y purinoceptor 12,Q9H244
Epoprostenol,DB01240,Prostacyclin receptor,P43119
Epoprostenol,DB01240,Prostacyclin synthase,Q16647
Eprosartan,DB00876,Type-1 angiotensin II receptor,P30556
Ergocalciferol,DB00153,Vitamin D3 receptor,P11473
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-1 subunit,Q06432
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-2 subunit,Q9Y698
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-3 subunit,O60359
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-4 subunit,Q9UBN1
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-5 subunit,Q9UF02
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-6 subunit,Q9BXT2
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-7 subunit,P62955
Ergocalciferol,DB00153,Voltage-dependent calcium channel gamma-8 subunit,Q8WXS5
Ergocalciferol,DB00153,Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289
Ergocalciferol,DB00153,Voltage-dependent calcium channel subunit alpha-2/delta-2,Q9NY47
Ergocalciferol,DB00153,Voltage-dependent calcium channel subunit alpha-2/delta-3,Q8IZS8
Ergocalciferol,DB00153,Voltage-dependent calcium channel subunit alpha-2/delta-4,Q7Z3S7
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit alpha-1F,O60840
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit beta-1,Q02641
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit beta-2,Q08289
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit beta-3,P54284
Ergocalciferol,DB00153,Voltage-dependent L-type calcium channel subunit beta-4,O00305
Ergocalciferol,DB00153,Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975
Ergocalciferol,DB00153,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,O00555
Ergocalciferol,DB00153,Voltage-dependent R-type calcium channel subunit alpha-1E,Q15878
Ergocalciferol,DB00153,Voltage-dependent T-type calcium channel subunit alpha-1G,O43497
Ergocalciferol,DB00153,Voltage-dependent T-type calcium channel subunit alpha-1H,O95180
Ergocalciferol,DB00153,Voltage-dependent T-type calcium channel subunit alpha-1I,Q9P0X4
Ergotamine,DB00696,5-hydroxytryptamine receptor 1D,P28221
Ergotamine,DB00696,5-hydroxytryptamine receptor 1B,P28222
Ergotamine,DB00696,5-hydroxytryptamine receptor 2A,P28223
Ergotamine,DB00696,D(2) dopamine receptor,P14416
Ergotamine,DB00696,Alpha-1A adrenergic receptor,P35348
Ergotamine,DB00696,Alpha-1B adrenergic receptor,P35368
Ergotamine,DB00696,Alpha-1D adrenergic receptor,P25100
Ergotamine,DB00696,Alpha-2A adrenergic receptor,P08913
Ergotamine,DB00696,D(1A) dopamine receptor,P21728
Ergotamine,DB00696,D(1B) dopamine receptor,P21918
Ergotamine,DB00696,5-hydroxytryptamine receptor 1A,P08908
Ergotamine,DB00696,5-hydroxytryptamine receptor 1F,P30939
Ergotamine,DB00696,5-hydroxytryptamine receptor 2C,P28335
Ergotamine,DB00696,5-hydroxytryptamine receptor 2B,P41595
Ergotamine,DB00696,Alpha-2C adrenergic receptor,P18825
Erlotinib,DB00530,Epidermal growth factor receptor,P00533
Erlotinib,DB00530,Nuclear receptor subfamily 1 group I member 2,O75469
Erythromycin,DB00199,Potassium voltage-gated channel subfamily H member 2,Q12809
Erythromycin,DB00199,Motilin receptor,O43193
Escitalopram,DB01175,Sodium-dependent serotonin transporter,P31645
Escitalopram,DB01175,Muscarinic acetylcholine receptor M1,P11229
Escitalopram,DB01175,Histamine H1 receptor,P35367
Escitalopram,DB01175,5-hydroxytryptamine receptor 1A,P08908
Escitalopram,DB01175,5-hydroxytryptamine receptor 2A,P28223
Escitalopram,DB01175,Alpha-1A adrenergic receptor,P35348
Escitalopram,DB01175,Alpha-1B adrenergic receptor,P35368
Escitalopram,DB01175,Alpha-1D adrenergic receptor,P25100
Escitalopram,DB01175,5-hydroxytryptamine receptor 2C,P28335
Escitalopram,DB01175,Alpha-2A adrenergic receptor,P08913
Escitalopram,DB01175,Alpha-2B adrenergic receptor,P18089
Escitalopram,DB01175,Alpha-2C adrenergic receptor,P18825
Escitalopram,DB01175,D(2) dopamine receptor,P14416
Escitalopram,DB01175,Sodium-dependent noradrenaline transporter,P23975
Escitalopram,DB01175,Sodium-dependent dopamine transporter,Q01959
Esmolol,DB00187,Beta-1 adrenergic receptor,P08588
Esomeprazole,DB00736,Potassium-transporting ATPase alpha chain 1,P20648
Esomeprazole,DB00736,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",O94760
Estradiol,DB00783,Estrogen receptor,P03372
Estradiol,DB00783,Estrogen receptor beta,Q92731
Estradiol,DB00783,Nuclear receptor subfamily 1 group I member 2,O75469
Estradiol,DB00783,Neuronal acetylcholine receptor subunit alpha-4,P43681
Estradiol,DB00783,G-protein coupled estrogen receptor 1,Q99527
Estradiol,DB00783,ATP synthase subunit a,P00846
Estradiol,DB00783,Beclin-1,Q14457
Estramustine,DB01196,Estrogen receptor,P03372
Estramustine,DB01196,Estrogen receptor beta,Q92731
Estramustine,DB01196,Microtubule-associated protein 2,P11137
Estramustine,DB01196,Microtubule-associated protein 1A,P78559
Estrone,DB00655,Estrogen receptor,P03372
Estrone,DB00655,Estrogen receptor beta,Q92731
Estrone,DB00655,Androgen receptor,P10275
Estrone,DB00655,Aromatase,P11511
Estrone,DB00655,Sex hormone-binding globulin,P04278
Ethanol,DB00898,Glycine receptor subunit alpha-1,P23415
Ethanol,DB00898,"Glutamate receptor ionotropic, NMDA 3A",Q8TCU5
Ethanol,DB00898,Glycine receptor subunit alpha-2,P23416
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit alpha-1,P14867
Ethanol,DB00898,Voltage-dependent L-type calcium channel subunit beta-1,Q02641
Ethanol,DB00898,5-hydroxytryptamine receptor 3A,P46098
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit alpha-2,P47869
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-10,Q9GZZ6
Ethanol,DB00898,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit alpha-5,P31644
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit alpha-4,P48169
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit alpha-3,P34903
Ethanol,DB00898,Glutamate receptor 1,P42261
Ethanol,DB00898,Voltage-dependent calcium channel gamma-1 subunit,Q06432
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-2,Q15822
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit alpha-6,Q16445
Ethanol,DB00898,Glutamate receptor 2,P42262
Ethanol,DB00898,Glutamate receptor 4,P48058
Ethanol,DB00898,Glutamate receptor 3,P42263
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-4,P43681
Ethanol,DB00898,Neuronal acetylcholine receptor subunit beta-2,P17787
Ethanol,DB00898,G protein-activated inward rectifier potassium channel 1,P48549
Ethanol,DB00898,G protein-activated inward rectifier potassium channel 2,P48051
Ethanol,DB00898,Vascular cell adhesion protein 1,P19320
Ethanol,DB00898,Equilibrative nucleoside transporter 1,Q99808
Ethanol,DB00898,G protein-activated inward rectifier potassium channel 4,P48544
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-7,P36544
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-9,Q9UGM1
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit beta-1,P18505
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit beta-3,P28472
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit beta-2,P47870
Ethanol,DB00898,Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698
Ethanol,DB00898,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Ethanol,DB00898,Neuronal acetylcholine receptor subunit beta-4,P30926
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-3,P32297
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-5,P30532
Ethanol,DB00898,Neuronal acetylcholine receptor subunit alpha-6,Q15825
Ethanol,DB00898,Neuronal acetylcholine receptor subunit beta-3,Q05901
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit gamma-1,Q8N1C3
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit gamma-3,Q99928
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit epsilon,P78334
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit pi,O00591
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit theta,Q9UN88
Ethanol,DB00898,Gamma-aminobutyric acid receptor subunit delta,O14764
Ethanol,DB00898,Equilibrative nucleoside transporter 2,Q14542
Ethanol,DB00898,5-hydroxytryptamine receptor 3E,A5X5Y0
Ethanol,DB00898,5-hydroxytryptamine receptor 3B,O95264
Ethanol,DB00898,5-hydroxytryptamine receptor 3D,Q70Z44
Ethanol,DB00898,5-hydroxytryptamine receptor 3C,Q8WXA8
Ethanol,DB00898,Voltage-dependent calcium channel gamma-2 subunit,Q9Y698
Ethanol,DB00898,G protein-activated inward rectifier potassium channel 3,Q92806
Ethanol,DB00898,Neural cell adhesion molecule L1,P32004
Ethosuximide,DB00593,Voltage-dependent T-type calcium channel subunit alpha-1G,O43497
Ethotoin,DB00754,Sodium channel protein type 5 subunit alpha,Q14524
Ethotoin,DB00754,Nuclear receptor subfamily 1 group I member 2,O75469
Etodolac,DB00749,Prostaglandin G/H synthase 2,P35354
Etodolac,DB00749,Prostaglandin G/H synthase 1,P23219
Etodolac,DB00749,Retinoic acid receptor RXR-alpha,P19793
Etoposide,DB00773,DNA topoisomerase 2-alpha,P11388
Etoposide,DB00773,DNA topoisomerase 2-beta,Q02880
Everolimus,DB01590,Serine/threonine-protein kinase mTOR,P42345
Exemestane,DB00990,Aromatase,P11511
Famotidine,DB00927,Histamine H2 receptor,P25021
Felbamate,DB00949,"Glutamate receptor ionotropic, NMDA 2B",Q13224
Felbamate,DB00949,"Glutamate receptor ionotropic, NMDA 2A",Q12879
Felodipine,DB01023,Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936
Felodipine,DB01023,Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289
Felodipine,DB01023,Voltage-dependent L-type calcium channel subunit beta-2,Q08289
Felodipine,DB01023,Voltage-dependent L-type calcium channel subunit alpha-1D,Q01668
Felodipine,DB01023,Voltage-dependent L-type calcium channel subunit alpha-1S,Q13698
Felodipine,DB01023,Voltage-dependent T-type calcium channel subunit alpha-1H,O95180
Felodipine,DB01023,Voltage-dependent calcium channel subunit alpha-2/delta-2,Q9NY47
Felodipine,DB01023,Calmodulin,P0DP23
Felodipine,DB01023,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Q01064
Felodipine,DB01023,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",P54750
Felodipine,DB01023,Mineralocorticoid receptor,P08235
Felodipine,DB01023,"Troponin C, skeletal muscle",P02585
Felodipine,DB01023,"Troponin C, slow skeletal and cardiac muscles",P63316
Fenofibrate,DB01039,Peroxisome proliferator-activated receptor alpha,Q07869
Fenofibrate,DB01039,Matrix metalloproteinase-25,Q9NPA2
Fenofibrate,DB01039,Nuclear receptor subfamily 1 group I member 2,O75469
Fenoldopam,DB00800,D(1A) dopamine receptor,P21728
Fenoldopam,DB00800,D(1B) dopamine receptor,P21918
Fenoldopam,DB00800,Alpha-2A adrenergic receptor,P08913
Fenoldopam,DB00800,Alpha-2C adrenergic receptor,P18825
Fenoldopam,DB00800,Alpha-2B adrenergic receptor,P18089
Fenoldopam,DB00800,Alpha-1B adrenergic receptor,P35368
Fenoldopam,DB00800,Alpha-1D adrenergic receptor,P25100
Fenoldopam,DB00800,Alpha-1A adrenergic receptor,P35348
Fenoprofen,DB00573,Prostaglandin G/H synthase 1,P23219
Fenoprofen,DB00573,Prostaglandin G/H synthase 2,P35354
Fenoprofen,DB00573,Peroxisome proliferator-activated receptor alpha,Q07869
Fenoprofen,DB00573,Peroxisome proliferator-activated receptor gamma,P37231
Fentanyl,DB00813,Mu-type opioid receptor,P35372
Fentanyl,DB00813,Delta-type opioid receptor,P41143
Fentanyl,DB00813,Kappa-type opioid receptor,P41145
Fentanyl,DB00813,Multidrug resistance protein 1,P08183
Finasteride,DB01216,3-oxo-5-alpha-steroid 4-dehydrogenase 2,P31213
Finasteride,DB01216,3-oxo-5-alpha-steroid 4-dehydrogenase 1,P18405
Finasteride,DB01216,3-oxo-5-beta-steroid 4-dehydrogenase,P51857
Flavoxate,DB01148,Muscarinic acetylcholine receptor M1,P11229
Flavoxate,DB01148,Muscarinic acetylcholine receptor M2,P08172
Flecainide,DB01195,Sodium channel protein type 5 subunit alpha,Q14524
Flecainide,DB01195,Sodium channel protein type 4 subunit alpha,P35499
Flecainide,DB01195,Potassium voltage-gated channel subfamily H member 2,Q12809
Flecainide,DB01195,Ryanodine receptor 2,Q92736
Flucytosine,DB01099,DNA (cytosine-5)-methyltransferase 1,P26358
Flucytosine,DB01099,Thymidylate synthase,P12461
Fludarabine,DB01073,Ribonucleoside-diphosphate reductase large subunit,P23921
Fludarabine,DB01073,DNA polymerase alpha catalytic subunit,P09884
Fludarabine,DB01073,Deoxycytidine kinase,P27707
Fludrocortisone,DB00687,Mineralocorticoid receptor,P08235
Fludrocortisone,DB00687,Glucocorticoid receptor,P04150
Flunisolide,DB00180,Glucocorticoid receptor,P04150
Fluorometholone,DB00324,Glucocorticoid receptor,P04150
Fluorouracil,DB00544,Thymidylate synthase,P04818
Fluoxetine,DB00472,Sodium-dependent serotonin transporter,P31645
Fluoxetine,DB00472,5-hydroxytryptamine receptor 2C,P28335
Fluoxetine,DB00472,Neuronal acetylcholine receptor subunit alpha-2,Q15822
Fluoxetine,DB00472,Neuronal acetylcholine receptor subunit alpha-3,P32297
Fluoxetine,DB00472,Neuronal acetylcholine receptor subunit beta-4,P30926
Fluoxetine,DB00472,Cyclin-dependent kinases regulatory subunit 1,P61024
Fluoxetine,DB00472,Potassium voltage-gated channel subfamily H member 2,Q12809
Fluoxymesterone,DB01185,Androgen receptor,P10275
Fluoxymesterone,DB01185,Estrogen receptor,P03372
Fluoxymesterone,DB01185,Glucocorticoid receptor,P04150
Fluoxymesterone,DB01185,Corticosteroid 11-beta-dehydrogenase isozyme 2,P80365
Fluphenazine,DB00623,D(2) dopamine receptor,P14416
Fluphenazine,DB00623,D(1A) dopamine receptor,P21728
Fluphenazine,DB00623,Calmodulin,P0DP23
Fluphenazine,DB00623,Androgen receptor,P10275
Fluphenazine,DB00623,5-hydroxytryptamine receptor 2A,P28223
Fluphenazine,DB00623,5-hydroxytryptamine receptor 2C,P28335
Flurandrenolide,DB00846,Glucocorticoid receptor,P04150
Flurbiprofen,DB00712,Prostaglandin G/H synthase 1,P23219
Flurbiprofen,DB00712,Prostaglandin G/H synthase 2,P35354
Flutamide,DB00499,Androgen receptor,P10275
Flutamide,DB00499,Aryl hydrocarbon receptor,P35869
Flutamide,DB00499,Nuclear receptor subfamily 1 group I member 2,O75469
Fluvastatin,DB01095,3-hydroxy-3-methylglutaryl-coenzyme A reductase,P04035
Fluvastatin,DB01095,Histone deacetylase 2,Q92769
Fluvoxamine,DB00176,Sodium-dependent serotonin transporter,P31645
Fluvoxamine,DB00176,Potassium voltage-gated channel subfamily H member 2,Q12809
Formoterol,DB00983,Beta-2 adrenergic receptor,P07550
Formoterol,DB00983,Beta-1 adrenergic receptor,P08588
Formoterol,DB00983,Beta-3 adrenergic receptor,P13945
Fosinopril,DB00492,Angiotensin-converting enzyme,P12821
Fosphenytoin,DB01320,Sodium channel protein type 5 subunit alpha,Q14524
Frovatriptan,DB00998,5-hydroxytryptamine receptor 1D,P28221
Frovatriptan,DB00998,5-hydroxytryptamine receptor 1B,P28222
Fulvestrant,DB00947,Estrogen receptor,P03372
Furosemide,DB00695,Solute carrier family 12 member 1,Q13621
Furosemide,DB00695,Carbonic anhydrase 2,P00918
Furosemide,DB00695,G-protein coupled receptor 35,Q9HC97
Gabapentin,DB00996,Voltage-dependent calcium channel subunit alpha-2/delta-1,P54289
Gabapentin,DB00996,Voltage-dependent calcium channel subunit alpha-2/delta-2,Q9NY47
Gabapentin,DB00996,Voltage-dependent N-type calcium channel subunit alpha,A0A024R8I1
Gabapentin,DB00996,Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975
Gabapentin,DB00996,Adenosine receptor A1,P30542
Gabapentin,DB00996,Potassium voltage-gated channel subfamily KQT member 3,O43525
Gabapentin,DB00996,Potassium voltage-gated channel subfamily KQT member 5,Q9NR82
Galantamine,DB00674,Acetylcholinesterase,P22303
Galantamine,DB00674,Neuronal acetylcholine receptor subunit alpha-7,P36544
Galantamine,DB00674,Muscle nicotinic acetylcholine receptor,A9X444
Galantamine,DB00674,Cholinesterase,P06276
Gemcitabine,DB00441,Ribonucleoside-diphosphate reductase large subunit,P23921
Gemcitabine,DB00441,Thymidylate synthase,P04818
Gemcitabine,DB00441,UMP-CMP kinase,P30085
Gemfibrozil,DB01241,Peroxisome proliferator-activated receptor alpha,Q07869
Gemfibrozil,DB01241,Solute carrier organic anion transporter family member 1B1,Q9Y6L6
Gemfibrozil,DB01241,Solute carrier family 22 member 8,Q8TCC7
Gemfibrozil,DB01241,Solute carrier organic anion transporter family member 2B1,O94956
Gemfibrozil,DB01241,Solute carrier organic anion transporter family member 1B3,Q9NPD5
Gliclazide,DB01120,ATP-binding cassette sub-family C member 8,Q09428
Gliclazide,DB01120,Vascular endothelial growth factor A,P15692
Glimepiride,DB00222,ATP-sensitive inward rectifier potassium channel 11,Q14654
Glimepiride,DB00222,ATP-sensitive inward rectifier potassium channel 1,P48048
Glimepiride,DB00222,ATP-binding cassette sub-family C member 8,Q09428
Glipizide,DB01067,ATP-binding cassette sub-family C member 8,Q09428
Glipizide,DB01067,Peroxisome proliferator-activated receptor gamma,P37231
Glucosamine,DB01296,Matrix metalloproteinase-9,P14780
Glucosamine,DB01296,Tumor necrosis factor,P01375
Glucosamine,DB01296,Nuclear factor NF-kappa-B p100 subunit,Q00653
Glucosamine,DB01296,Interferon gamma,P01579
Glucosamine,DB01296,Chitosanase,P33673
Gonadorelin,DB00644,Gonadotropin-releasing hormone receptor,P30968
Gonadorelin,DB00644,Putative gonadotropin-releasing hormone II receptor,Q96P88
Goserelin,DB00014,Lutropin-choriogonadotropic hormone receptor,P22888
Goserelin,DB00014,Gonadotropin-releasing hormone receptor,P30968
Granisetron,DB00889,5-hydroxytryptamine receptor 3A,P46098
Guanethidine,DB01170,Sodium-dependent noradrenaline transporter,P23975
Guanfacine,DB01018,Alpha-2A adrenergic receptor,P08913
Guanfacine,DB01018,Alpha-2B adrenergic receptor,P18089
Guanidine,DB00536,"Aldehyde dehydrogenase, mitochondrial",P05091
Guanidine,DB00536,Guanidinoacetate N-methyltransferase,Q14353
Guanidine,DB00536,Endolysin,P00720
